name,image_id,base_info,is_animal_card,is_constellation_card,is_golden_crad,category,price_0,sub_card,star,star_0,star_1,star_2,star_3,star_4,star_5,star_6,star_7,star_8,star_9,star_10,star_11,star_12,star_13,star_14,star_15,star_16,star_M,star_U,skill,skill_0,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,transfer_change,additional_info
招财喵,card_data_index_9_3_2_0,"🟤不转：招财喵
🟤能力：召唤大量金币攻击全屏范围内最多8只老鼠

🟠一转：贵族招财喵
🟠能力：攻击附加20%眩晕

🟣二转：御守招财喵
🟣能力：攻击35%，攻击数+2",TRUE,FALSE,FALSE,"追踪类/散点追踪
🤔️补充说明：全屏索敌单个目标，造成单体/群体伤害，可对空",275,好卡😀,攻击力,60,75,90,105,125,145,165,195,225,265,305,345,395,495,695,895,1195,null,null,攻击间隔,6,5.8,5.6,5.4,5.2,5,4.8,4.6,4.3,"⚔️️攻击上限：8/8/10
⚔️️定身：一转20%，二转2%，定身1.5秒","⏳[冷却]20秒🤯

🤔️[附加说明]伤害为单体"
贵族招财喵,card_data_index_9_3_2_1,"🟤不转：招财喵
🟤能力：召唤大量金币攻击全屏范围内最多8只老鼠

🟠一转：贵族招财喵
🟠能力：攻击附加20%眩晕

🟣二转：御守招财喵
🟣能力：攻击35%，攻击数+2",TRUE,FALSE,FALSE,"追踪类/散点追踪
🤔️补充说明：全屏索敌单个目标，造成单体/群体伤害，可对空",275,好卡😀,攻击力,60,75,90,105,125,145,165,195,225,265,305,345,395,495,695,895,1195,null,null,攻击间隔,6,5.8,5.6,5.4,5.2,5,4.8,4.6,4.3,"⚔️️攻击上限：8/8/10
⚔️️定身：一转20%，二转2%，定身1.5秒","⏳[冷却]20秒🤯

🎯[定身]20%概率定身1.5秒

🤔️[附加说明]伤害为单体"
御守招财喵,card_data_index_9_3_2_2,"🟤不转：招财喵
🟤能力：召唤大量金币攻击全屏范围内最多8只老鼠

🟠一转：贵族招财喵
🟠能力：攻击附加20%眩晕

🟣二转：御守招财喵
🟣能力：攻击35%，攻击数+2",TRUE,FALSE,FALSE,"追踪类/散点追踪
🤔️补充说明：全屏索敌单个目标，造成单体/群体伤害，可对空",275,好卡😀,攻击力,81,101,121,141,168,195,222,263,303,357,411,465,522,668,938,1208,1613,null,null,攻击间隔,6,5.8,5.6,5.4,5.2,5,4.8,4.6,4.3,"⚔️️攻击上限：8/8/10
⚔️️定身：一转20%，二转2%，定身1.5秒","⏳[冷却]20秒🤯

🎯[定身]2%概率定身1.5秒

🤔️[附加说明]伤害为单体"
雪球兔,card_data_index_9_3_3_0,"🟤不转：雪球兔
🟤能力：召唤雪球同时攻击全屏最多5只老鼠

🟠一转：见习雪球兔
🟠能力：同类卡伤害可以加成

🟣二转：导师雪球兔
🟣能力：攻击附加溅射，数量+3",TRUE,FALSE,FALSE,"追踪类/散点追踪
🤔️补充说明：全屏索敌单个目标，造成单体/群体伤害，可对空",280,好卡😀,攻击力,60,75,90,105,125,145,165,195,225,265,305,345,395,495,695,895,1195,null,null,攻击间隔,5.5,5.3,5.1,4.9,4.7,4.5,4.3,4,3.5,"⚔️️攻击上限：5/5/8
⚔️️二转3×3范围20%溅射","⏳[冷却]15秒🤯

🤔️[一转叠加说明]
最终攻击力=基础攻击力×[1+0.08×(场上同形态雪球兔数量-1)]，在场9只后(1.64倍)到达上限

🤔️[附加说明]
1.伤害为单体
2.可索敌&攻击地鼠"
见习雪球兔,card_data_index_9_3_3_1,"🟤不转：雪球兔
🟤能力：召唤雪球同时攻击全屏最多5只老鼠

🟠一转：见习雪球兔
🟠能力：同类卡伤害可以加成

🟣二转：导师雪球兔
🟣能力：攻击附加溅射，数量+3",TRUE,FALSE,FALSE,"追踪类/散点追踪
🤔️补充说明：全屏索敌单个目标，造成单体/群体伤害，可对空",280,好卡😀,攻击力,60,75,90,105,125,145,165,195,225,265,305,345,395,495,695,895,1195,null,null,攻击间隔,5.5,5.3,5.1,4.9,4.7,4.5,4.3,4,3.5,"⚔️️攻击上限：5/5/8
⚔️️二转3×3范围20%溅射","⏳[冷却]15秒🤯

🤔️[一转叠加说明]
最终攻击力=基础攻击力×[1+0.08×(场上同形态雪球兔数量-1)]，在场9只后(1.64倍)到达上限

🤔️[附加说明]
1.伤害为单体
2.可索敌&攻击地鼠"
导师雪球兔,card_data_index_9_3_3_2,"🟤不转：雪球兔
🟤能力：召唤雪球同时攻击全屏最多5只老鼠

🟠一转：见习雪球兔
🟠能力：同类卡伤害可以加成

🟣二转：导师雪球兔
🟣能力：攻击附加溅射，数量+3",TRUE,FALSE,FALSE,"追踪类/散点追踪
🤔️补充说明：全屏索敌单个目标，造成单体/群体伤害，可对空",280,好卡😀,攻击力,60,75,90,105,125,145,165,195,225,265,305,345,395,495,695,895,1195,null,null,攻击间隔,5.5,5.3,5.1,4.9,4.7,4.5,4.3,4,3.5,"⚔️️攻击上限：5/5/8
⚔️️二转3×3范围20%溅射","⏳[冷却]15秒🤯

🤔️[一转叠加说明]
最终攻击力=基础攻击力×[1+0.08×(场上同形态雪球兔数量-1)]，在场9只后(1.64倍)到达上限

🤔️[附加说明]
1.伤害为单体
2.可索敌&攻击地鼠"
典伊神使,card_data_index_9_3_4_0,"🟡合成材料：无

🟤不转：典伊神使
🟤能力：召唤冰晶，攻击全屏8个敌人

🟠三转：典伊圣神
🟠能力：耗能减少，攻击附加减速

🟣四转：冰神·典伊
🟣能力：攻击力大幅提升，攻击数量+2

🔴终转：至尊冰神
🔴能力：子弹+2，可集火",FALSE,FALSE,TRUE,"追踪类/散点追踪
🤔️补充说明：全屏索敌单个目标，造成单体/群体伤害，可对空",325,好卡😀,攻击力,85,100,115,130,150,170,190,230,270,320,370,430,530,630,830,1030,1330,1630,1950,攻击间隔,6,5.8,5.6,5.4,5.2,5,4.8,4.6,4.3,"⚔️️攻击上限：8/8/10/12
⚔️️一转后减速2.5秒
⚔️️终转可集火","⏳[冷却]15秒🤯

🤔️[附加说明]
1.伤害为单体
2.终转附加3*3范围45%溅射且子弹可集火
3.存在“反复去世”的bug，即会攻击正在倒下的尸体，使尸体重新站起来再次倒下🤯"
典伊圣神,card_data_index_9_3_4_1,"🟡合成材料：无

🟤不转：典伊神使
🟤能力：召唤冰晶，攻击全屏8个敌人

🟠三转：典伊圣神
🟠能力：耗能减少，攻击附加减速

🟣四转：冰神·典伊
🟣能力：攻击力大幅提升，攻击数量+2

🔴终转：至尊冰神
🔴能力：子弹+2，可集火",FALSE,FALSE,TRUE,"追踪类/散点追踪
🤔️补充说明：全屏索敌单个目标，造成单体/群体伤害，可对空",225,好卡😀,攻击力,85,100,115,130,150,170,190,230,270,320,370,430,530,630,830,1030,1330,1630,1950,攻击间隔,6,5.8,5.6,5.4,5.2,5,4.8,4.6,4.3,"⚔️️攻击上限：8/8/10/12
⚔️️一转后减速2.5秒
⚔️️终转可集火","⏳[冷却]15秒🤯

🧊[减速]减速2.5秒🤯

🤔️[附加说明]
1.伤害为单体
2.终转附加3*3范围45%溅射且子弹可集火
3.存在“反复去世”的bug，即会攻击正在倒下的尸体，使尸体重新站起来再次倒下🤯"
冰神·典伊,card_data_index_9_3_4_2,"🟡合成材料：无

🟤不转：典伊神使
🟤能力：召唤冰晶，攻击全屏8个敌人

🟠三转：典伊圣神
🟠能力：耗能减少，攻击附加减速

🟣四转：冰神·典伊
🟣能力：攻击力大幅提升，攻击数量+2

🔴终转：至尊冰神
🔴能力：子弹+2，可集火",FALSE,FALSE,TRUE,"追踪类/散点追踪
🤔️补充说明：全屏索敌单个目标，造成单体/群体伤害，可对空",225,好卡😀,攻击力,114,135,155,175,202,229,256,310,364,432,499,580,715,850,1120,1390,1795,2200,2632,攻击间隔,6,5.8,5.6,5.4,5.2,5,4.8,4.6,4.3,"⚔️️攻击上限：8/8/10/12
⚔️️一转后减速2.5秒
⚔️️终转可集火","⏳[冷却]15秒🤯

🧊[减速]减速2.5秒🤯

🤔️[附加说明]
1.伤害为单体
2.终转附加3*3范围45%溅射且子弹可集火
3.存在“反复去世”的bug，即会攻击正在倒下的尸体，使尸体重新站起来再次倒下🤯"
至尊冰神,card_data_index_9_3_4_3,"🟡合成材料：无

🟤不转：典伊神使
🟤能力：召唤冰晶，攻击全屏8个敌人

🟠三转：典伊圣神
🟠能力：耗能减少，攻击附加减速

🟣四转：冰神·典伊
🟣能力：攻击力大幅提升，攻击数量+2

🔴终转：至尊冰神
🔴能力：子弹+2，可集火",FALSE,FALSE,TRUE,"追踪类/散点追踪
🤔️补充说明：全屏索敌单个目标，造成单体/群体伤害，可对空",225,好卡😀,攻击力,114,135,155,175,202,229,256,310,364,432,499,580,715,850,1120,1390,1795,2200,2632,攻击间隔,6,5.8,5.6,5.4,5.2,5,4.8,4.6,4.3,"⚔️️攻击上限：8/8/10/12
⚔️️一转后减速2.5秒
⚔️️终转可集火","⏳[冷却]15秒🤯

🧊[减速]减速2.5秒🤯

🤔️[附加说明]
1.伤害为单体
2.可索敌&攻击地鼠
3.终转附加3×3范围45%溅射且子弹可集火
4.存在“反复去世”的bug，即会攻击正在倒下的尸体，使尸体重新站起来再次倒下🤯"
冰晶龙,card_data_index_9_3_5_0,"🟤不转：冰晶龙
🟤能力：召唤冰晶攻击全屏最多6只老鼠

🟠一转：四棱冰晶龙
🟠能力：多余子弹集火

🟣二转：独角冰晶龙
🟣能力：攻击附加溅射，数量+2",TRUE,FALSE,FALSE,"追踪类/散点追踪
🤔️补充说明：全屏索敌单个目标，造成单体/群体伤害，可对空",300,好卡😀,攻击力,80,100,120,140,160,190,220,260,300,350,400,460,520,660,920,1180,1580,null,null,攻击间隔,6,5.8,5.6,5.4,5.2,5,4.8,4.6,4.3,"⚔️️攻击上限：6/6/8
⚔️️一转后可集火
⚔️️二转增加3×3范围25%溅射","⏳[冷却]15秒🤯

🤔️[附加说明]
1.伤害为单体
2.可索敌&攻击地鼠"
四棱冰晶龙,card_data_index_9_3_5_1,"🟤不转：冰晶龙
🟤能力：召唤冰晶攻击全屏最多6只老鼠

🟠一转：四棱冰晶龙
🟠能力：多余子弹集火

🟣二转：独角冰晶龙
🟣能力：攻击附加溅射，数量+2",TRUE,FALSE,FALSE,"追踪类/散点追踪
🤔️补充说明：全屏索敌单个目标，造成单体/群体伤害，可对空",300,好卡😀,攻击力,80,100,120,140,160,190,220,260,300,350,400,460,520,660,920,1180,1580,null,null,攻击间隔,6,5.8,5.6,5.4,5.2,5,4.8,4.6,4.3,"⚔️️攻击上限：6/6/8
⚔️️一转后可集火
⚔️️二转增加3×3范围25%溅射","⏳[冷却]15秒🤯

🤔️[附加说明]
1.伤害为单体
2.可索敌&攻击地鼠"
独角冰晶龙,card_data_index_9_3_5_2,"🟤不转：冰晶龙
🟤能力：召唤冰晶攻击全屏最多6只老鼠

🟠一转：四棱冰晶龙
🟠能力：多余子弹集火

🟣二转：独角冰晶龙
🟣能力：攻击附加溅射，数量+2",TRUE,FALSE,FALSE,"追踪类/散点追踪
🤔️补充说明：全屏索敌单个目标，造成单体/群体伤害，可对空",300,好卡😀,攻击力,80,100,120,140,160,190,220,260,300,350,400,460,520,660,920,1180,1580,null,null,攻击间隔,6,5.8,5.6,5.4,5.2,5,4.8,4.6,4.3,"⚔️️攻击上限：6/6/8
⚔️️一转后可集火
⚔️️二转增加3×3范围25%溅射","⏳[冷却]15秒🤯

🤔️[附加说明]
1.伤害为单体
2.可索敌&攻击地鼠"
冰块冷萃机,card_data_index_9_3_6_0,"🟤不转：冰块冷萃机
🟤能力：全屏发射冰块攻击最多4只老鼠

🟠一转：低温冷萃机
🟠能力：攻击附加溅射，子弹+1

🟣二转：迅捷冷萃机
🟣能力：子弹可集火，子弹+1",FALSE,FALSE,FALSE,"追踪类/散点追踪
🤔️补充说明：全屏索敌单个目标，造成单体/群体伤害，可对空",295,好卡😀,攻击力,55,70,85,100,115,130,150,180,210,240,280,360,440,540,640,840,1040,null,null,攻击间隔,6,5.8,5.6,5.4,5.2,5,4.8,4.6,4.3,"⚔️️攻击上限：4/5/6
⚔️️一转后增加3×3范围20%溅射
⚔️️二转可集火","⏳[冷却]15秒🤯

🤔️[附加说明]
1.伤害为单体
2.可索敌&攻击地鼠"
低温冷萃机,card_data_index_9_3_6_1,"🟤不转：冰块冷萃机
🟤能力：全屏发射冰块攻击最多4只老鼠

🟠一转：低温冷萃机
🟠能力：攻击附加溅射，子弹+1

🟣二转：迅捷冷萃机
🟣能力：子弹可集火，子弹+1",FALSE,FALSE,FALSE,"追踪类/散点追踪
🤔️补充说明：全屏索敌单个目标，造成单体/群体伤害，可对空",295,好卡😀,攻击力,55,70,85,100,115,130,150,180,210,240,280,360,440,540,640,840,1040,null,null,攻击间隔,6,5.8,5.6,5.4,5.2,5,4.8,4.6,4.3,"⚔️️攻击上限：4/5/6
⚔️️一转后增加3×3范围20%溅射
⚔️️二转可集火","⏳[冷却]15秒🤯

🤔️[附加说明]
1.伤害为单体
2.可索敌&攻击地鼠"
迅捷冷萃机,card_data_index_9_3_6_2,"🟤不转：冰块冷萃机
🟤能力：全屏发射冰块攻击最多4只老鼠

🟠一转：低温冷萃机
🟠能力：攻击附加溅射，子弹+1

🟣二转：迅捷冷萃机
🟣能力：子弹可集火，子弹+1",FALSE,FALSE,FALSE,"追踪类/散点追踪
🤔️补充说明：全屏索敌单个目标，造成单体/群体伤害，可对空",295,好卡😀,攻击力,55,70,85,100,115,130,150,180,210,240,280,360,440,540,640,840,1040,null,null,攻击间隔,6,5.8,5.6,5.4,5.2,5,4.8,4.6,4.3,"⚔️️攻击上限：4/5/6
⚔️️一转后增加3×3范围20%溅射
⚔️️二转可集火","⏳[冷却]15秒🤯

🤔️[附加说明]
1.伤害为单体
2.可索敌&攻击地鼠"
鼠鼠蛋糕空投器,card_data_index_9_4_1_0,"🟤不转：鼠鼠蛋糕空投器
🟤能力：召唤十周年蛋糕炸弹，轰炸鼠兵

🟠一转：喵博士蛋糕空投器
🟠能力：蛋糕炸弹+1，几率眩晕

🟣二转：暂未开放
🟣能力：暂未开放",FALSE,FALSE,FALSE,"追踪类/灰烬追踪-1
🤔️补充说明：全屏索敌单个目标，造成3×3群体灰烬伤害，可对空，子弹发射完毕后消失",235,好卡😀,冷却时间,59,58,57,56,55,54,53,51,48,45,41,37,33,29,25,20,15,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,⚔️️攻击波数：3，单波子弹数量：1/2,"🤔️[附加说明]
攻击间隔：5秒，对单格范围造成900灰烬伤害"
喵博士蛋糕空投器,card_data_index_9_4_1_1,"🟤不转：鼠鼠蛋糕空投器
🟤能力：召唤十周年蛋糕炸弹，轰炸鼠兵

🟠一转：喵博士蛋糕空投器
🟠能力：蛋糕炸弹+1，几率眩晕

🟣二转：暂未开放
🟣能力：暂未开放",FALSE,FALSE,FALSE,"追踪类/灰烬追踪-1
🤔️补充说明：全屏索敌单个目标，造成3×3群体灰烬伤害，可对空，子弹发射完毕后消失",235,好卡😀,冷却时间,59,58,57,56,55,54,53,51,48,45,41,37,33,29,25,20,15,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,"⚔️️攻击波数：3
⚔️️单波子弹数量：1/2","🤔️[附加说明]
攻击间隔：5秒，对单格范围造成900灰烬伤害"
风力空投猪,card_data_index_9_4_2_0,"🟤不转：风力空投猪
🟤能力：召唤3批强大的猪猪空投兵后消失

🟠一转：导弹空投猪
🟠能力：空投兵数量增加1个

🟣二转：涡轮空投猪
🟣能力：召唤4批空投兵",TRUE,FALSE,FALSE,"追踪类/灰烬追踪-1
🤔️补充说明：全屏索敌单个目标，造成3×3群体灰烬伤害，可对空，子弹发射完毕后消失",275,好卡😀,冷却时间,60,58,56,54,52,50,48,45,42,39,36,33,30,27,24,21,17,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,"⚔️️攻击波数：3/3/4
⚔️️单波子弹数量：2/3/3","🤔️[附加说明]
攻击间隔：5秒，对单格范围造成900灰烬伤害"
导弹空投猪,card_data_index_9_4_2_1,"🟤不转：风力空投猪
🟤能力：召唤3批强大的猪猪空投兵后消失

🟠一转：导弹空投猪
🟠能力：空投兵数量增加1个

🟣二转：涡轮空投猪
🟣能力：召唤4批空投兵",TRUE,FALSE,FALSE,"追踪类/灰烬追踪-1
🤔️补充说明：全屏索敌单个目标，造成3×3群体灰烬伤害，可对空，子弹发射完毕后消失",275,好卡😀,冷却时间,60,58,56,54,52,50,48,45,42,39,36,33,30,27,24,21,17,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,"⚔️️攻击波数：3/3/4
⚔️️单波子弹数量：2/3/3","🤔️[附加说明]
攻击间隔：5秒，对单格范围造成900灰烬伤害"
涡轮空投猪,card_data_index_9_4_2_2,"🟤不转：风力空投猪
🟤能力：召唤3批强大的猪猪空投兵后消失

🟠一转：导弹空投猪
🟠能力：空投兵数量增加1个

🟣二转：涡轮空投猪
🟣能力：召唤4批空投兵",TRUE,FALSE,FALSE,"追踪类/灰烬追踪-1
🤔️补充说明：全屏索敌单个目标，造成3×3群体灰烬伤害，可对空，子弹发射完毕后消失",275,好卡😀,冷却时间,60,58,56,54,52,50,48,45,42,39,36,33,30,27,24,21,17,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,"⚔️️攻击波数：3/3/4
⚔️️单波子弹数量：2/3/3","🤔️[附加说明]
攻击间隔：5秒，对单格范围造成900灰烬伤害"
电流虎,card_data_index_9_4_3_0,"🟤不转：电流虎
🟤能力：向周围发射1条闪电链，对敌人持续高强度的伤害

🟠一转：磁铁电流虎
🟠能力：溅射附近3只老鼠

🟣二转：氢能电流虎
🟣能力：增加1条闪电链",TRUE,FALSE,FALSE,"追踪类/灰烬追踪-2
🤔️补充说明：范围内索敌单个目标，不可对空，对血量不大于单次攻击力的老鼠造成灰烬伤害",335,好卡😀,攻击力,75,90,105,120,150,180,210,255,300,345,405,465,525,585,645,705,780,null,null,攻击间隔,2.5,2.45,2.4,2.35,2.3,2.2,2.1,2,1.5,"⚔️️攻击范围：5×5/5×5/7×7
⚔️️不转单体伤害，一转闪电溅射3只老鼠，二转发射2道闪电","💪[体力]200

🤔[附加说明]
1.闪电链可攻击2次(8技能1次)
2.转职的溅射以攻击目标为中心5×5/7×7范围索敌下一个最近目标，再以下一个被锁目标为中心的5×5/7×7范围继续索敌下一个最近目标，重复3次
3.当电流虎在场数量较多时，攻击容易造成卡顿，电流虎经过三番五次的加强后仍然是这幅局面🤯"
磁铁电流虎,card_data_index_9_4_3_1,"🟤不转：电流虎
🟤能力：向周围发射1条闪电链，对敌人持续高强度的伤害

🟠一转：磁铁电流虎
🟠能力：溅射附近3只老鼠

🟣二转：氢能电流虎
🟣能力：增加1条闪电链",TRUE,FALSE,FALSE,"追踪类/灰烬追踪-2
🤔️补充说明：范围内索敌单个目标，不可对空，对血量不大于单次攻击力的老鼠造成灰烬伤害",335,好卡😀,攻击力,75,90,105,120,150,180,210,255,300,345,405,465,525,585,645,705,780,null,null,攻击间隔,2.5,2.45,2.4,2.35,2.3,2.2,2.1,2,1.5,"⚔️️攻击范围：5×5/5×5/7×7
⚔️️不转单体伤害，一转闪电溅射3只老鼠，二转发射2道闪电","💪[体力]200

🤔[附加说明]
1.闪电链可攻击2次(8技能1次)
2.转职的溅射以攻击目标为中心5×5/7×7范围索敌下一个最近目标，再以下一个被锁目标为中心的5×5/7×7范围继续索敌下一个最近目标，重复3次
3.当电流虎在场数量较多时，攻击容易造成卡顿，电流虎经过三番五次的加强后仍然是这幅局面🤯"
氢能电流虎,card_data_index_9_4_3_2,"🟤不转：电流虎
🟤能力：向周围发射1条闪电链，对敌人持续高强度的伤害

🟠一转：磁铁电流虎
🟠能力：溅射附近3只老鼠

🟣二转：氢能电流虎
🟣能力：增加1条闪电链",TRUE,FALSE,FALSE,"追踪类/灰烬追踪-2
🤔️补充说明：范围内索敌单个目标，不可对空，对血量不大于单次攻击力的老鼠造成灰烬伤害",335,好卡😀,攻击力,75,90,105,120,150,180,210,255,300,345,405,465,525,585,645,705,780,null,null,攻击间隔,2.5,2.45,2.4,2.35,2.3,2.2,2.1,2,1.5,"⚔️️攻击范围：5×5/5×5/7×7
⚔️️不转单体伤害，一转闪电溅射3只老鼠，二转发射2道闪电","💪[体力]200

🤔[附加说明]
1.闪电链可攻击2次(8技能1次)
2.转职的溅射以攻击目标为中心5×5/7×7范围索敌下一个最近目标，再以下一个被锁目标为中心的5×5/7×7范围继续索敌下一个最近目标，重复3次
3.当电流虎在场数量较多时，攻击容易造成卡顿，电流虎经过三番五次的加强后仍然是这幅局面🤯"
肥牛火锅,card_data_index_10_1_1_0,"🟤不转：肥牛火锅
🟤能力：向前方4格持续喷出火焰

🟠一转：酸汤肥牛锅
🟠能力：威力提高20%

🟣二转：海鲜肥牛锅
🟣能力：攻击范围5格",FALSE,FALSE,FALSE,杂项类/浮空三锅,175,好卡😀,攻击力,7,8,10,11,14,17,20,24,28,32,38,45,52,59,65,72,79,null,null,攻击间隔,5,4.9,4.8,4.7,4.6,4.5,4.4,4.3,4.2,⚔️️攻击距离：4/4/5,"😋[食神谱]老北京涮锅：攻击力提升10%

🤔️[附加说明]
每轮攻击造成10次伤害，间隔0.2秒"
酸汤肥牛锅,card_data_index_10_1_1_1,"🟤不转：肥牛火锅
🟤能力：向前方4格持续喷出火焰

🟠一转：酸汤肥牛锅
🟠能力：威力提高20%

🟣二转：海鲜肥牛锅
🟣能力：攻击范围5格",FALSE,FALSE,FALSE,杂项类/浮空三锅,200,好卡😀,攻击力,8,9,12,13,16,20,24,28,33,38,45,54,62,70,78,86,94,null,null,攻击间隔,5,4.9,4.8,4.7,4.6,4.5,4.4,4.3,4.2,⚔️️攻击距离：4/4/5,"😋[食神谱]老北京涮锅：攻击力提升10%

🤔️[附加说明]
每轮攻击造成10次伤害，间隔0.2秒"
海鲜肥牛锅,card_data_index_10_1_1_2,"🟤不转：肥牛火锅
🟤能力：向前方4格持续喷出火焰

🟠一转：酸汤肥牛锅
🟠能力：威力提高20%

🟣二转：海鲜肥牛锅
🟣能力：攻击范围5格",FALSE,FALSE,FALSE,杂项类/浮空三锅,250,好卡😀,攻击力,8,9,12,13,16,20,24,28,33,38,45,54,62,70,78,86,94,null,null,攻击间隔,5,4.9,4.8,4.7,4.6,4.5,4.4,4.3,4.2,⚔️️攻击距离：4/4/5,"😋[食神谱]老北京涮锅：攻击力提升10%

🤔️[附加说明]
每轮攻击造成10次伤害，间隔0.2秒"
麻辣香锅,card_data_index_10_1_2_0,"🟤不转：麻辣香锅
🟤能力：蓄力后向前方区域喷出火焰墙

🟠一转：孜然羊肉锅
🟠能力：威力提高15%

🟣二转：酱香鱿鱼锅
🟣能力：攻击范围3x5格",FALSE,FALSE,FALSE,杂项类/浮空三锅,300,好卡😀,攻击力,14,16,18,20,26,32,36,44,52,60,70,84,96,110,124,138,152,null,null,攻击间隔,5,4.8,4.6,4.4,4.2,4,3.8,3.6,3.4,"⚔️️攻击距离：4/4/5
⚔️️攻击范围：4×3/4×3/5×3","⏳[冷却]30秒🤯

😋[食神谱]老北京涮锅：攻击力提升10%

🤔️[附加说明]
火焰伤害次数不稳定，一般情况下为5次"
孜然羊肉锅,card_data_index_10_1_2_1,"🟤不转：麻辣香锅
🟤能力：蓄力后向前方区域喷出火焰墙

🟠一转：孜然羊肉锅
🟠能力：威力提高15%

🟣二转：酱香鱿鱼锅
🟣能力：攻击范围3x5格",FALSE,FALSE,FALSE,杂项类/浮空三锅,325,好卡😀,攻击力,16,18,20,23,29,36,41,50,59,69,80,96,110,126,142,158,174,null,null,攻击间隔,5,4.8,4.6,4.4,4.2,4,3.8,3.6,3.4,"⚔️️攻击距离：4/4/5
⚔️️攻击范围：4×3/4×3/5×3","⏳[冷却]30秒🤯

😋[食神谱]老北京涮锅：攻击力提升10%

🤔️[附加说明]
火焰伤害次数不稳定，一般情况下为5次"
酱香鱿鱼锅,card_data_index_10_1_2_2,"🟤不转：麻辣香锅
🟤能力：蓄力后向前方区域喷出火焰墙

🟠一转：孜然羊肉锅
🟠能力：威力提高15%

🟣二转：酱香鱿鱼锅
🟣能力：攻击范围3x5格",FALSE,FALSE,FALSE,杂项类/浮空三锅,375,好卡😀,攻击力,16,18,20,23,29,36,41,50,59,69,80,96,110,126,142,158,174,null,null,攻击间隔,5,4.8,4.6,4.4,4.2,4,3.8,3.6,3.4,"⚔️️攻击距离：4/4/5
⚔️️攻击范围：4×3/4×3/5×3","⏳[冷却]30秒🤯

😋[食神谱]老北京涮锅：攻击力提升10%

🤔️[附加说明]
火焰伤害次数不稳定，一般情况下为5次"
生煎锅,card_data_index_10_1_3_0,"🟤不转：生煎锅
🟤能力：让前方范围持续燃烧，老鼠持续伤血

🟠一转：水煎包锅
🟠能力：威力提高10%

🟣二转：驴肉火烧锅
🟣能力：攻击范围3x3格",FALSE,FALSE,FALSE,杂项类/浮空三锅,150,好卡😀,攻击力,6,7,8,10,12,14,17,20,24,28,32,38,44,50,56,62,68,null,null,攻击间隔,4,3.8,3.6,3.4,3.2,3,2.8,2.6,2.4,"⚔️️攻击距离：4
⚔️️攻击范围：3×3十字/3×3十字/3×3","😋[食神谱]老北京涮锅：攻击力提升10%

🤔️[附加说明]
1.每轮攻击造成10次伤害，间隔0.2秒
2.二转生煎四个角的小火焰伤害倍率是25%"
水煎包锅,card_data_index_10_1_3_1,"🟤不转：生煎锅
🟤能力：让前方范围持续燃烧，老鼠持续伤血

🟠一转：水煎包锅
🟠能力：威力提高10%

🟣二转：驴肉火烧锅
🟣能力：攻击范围3x3格",FALSE,FALSE,FALSE,杂项类/浮空三锅,175,好卡😀,攻击力,6,7,8,11,13,15,18,22,26,30,35,41,48,55,61,68,74,null,null,攻击间隔,4,3.8,3.6,3.4,3.2,3,2.8,2.6,2.4,"⚔️️攻击距离：4
⚔️️攻击范围：3×3十字/3×3十字/3×3","😋[食神谱]老北京涮锅：攻击力提升10%

🤔️[附加说明]
1.每轮攻击造成10次伤害，间隔0.2秒
2.二转生煎四个角的小火焰伤害倍率是25%"
驴肉火烧锅,card_data_index_10_1_3_2,"🟤不转：生煎锅
🟤能力：让前方范围持续燃烧，老鼠持续伤血

🟠一转：水煎包锅
🟠能力：威力提高10%

🟣二转：驴肉火烧锅
🟣能力：攻击范围3x3格",FALSE,FALSE,FALSE,杂项类/浮空三锅,225,好卡😀,攻击力,6,7,8,11,13,15,18,22,26,30,35,41,48,55,61,68,74,null,null,攻击间隔,4,3.8,3.6,3.4,3.2,3,2.8,2.6,2.4,"⚔️️攻击距离：4
⚔️️攻击范围：3×3十字/3×3十字/3×3","😋[食神谱]老北京涮锅：攻击力提升10%

🤔️[附加说明]
1.每轮攻击造成10次伤害，间隔0.2秒
2.二转生煎四个角的小火焰伤害倍率是25%"
铛铛虎,card_data_index_10_1_4_0,"🟤不转：铛铛虎
🟤能力：投掷高温糕饼，持续伤害前方老鼠

🟠一转：速热铛铛虎
🟠能力：伤害提高

🟣二转：微波铛铛虎
🟣能力：攻击范围扩大",TRUE,FALSE,FALSE,杂项类/浮空三锅,200,好卡😀,攻击力,7,8,9,12,14,16,19,23,27,32,36,43,50,57,64,71,78,null,null,攻击间隔,3.8,3.7,3.5,3.3,3.1,2.9,2.7,2.5,2.2,"⚔️️攻击距离：4
⚔️️攻击范围：3×3十字/3×3十字/3×3","🤔️[附加说明]
每轮攻击造成10次伤害，间隔0.2秒"
